0,1,2,3,target
0.27214515,0.59023064,0.3609739,0.091582075,13.21379
0.9173136,0.13681863,0.95023733,0.44600576,17.852615
0.18513294,0.54190093,0.87294585,0.7322249,18.258606
0.8065612,0.6587834,0.69227654,0.84919566,22.658236
0.249668,0.48942497,0.22120944,0.98766804,16.063826
0.9440593,0.03942681,0.70557517,0.9252483,18.666176
0.18057534,0.56794524,0.9154883,0.033945978,16.586178
0.69742024,0.297349,0.9243962,0.97105825,19.897926
0.9442665,0.47421423,0.86204267,0.8445494,20.55705
0.31910047,0.8289155,0.037007634,0.5962699,14.888596
0.23000884,0.12056688,0.0769532,0.69628876,13.575527
0.33987495,0.7247668,0.065356344,0.31529033,13.345018
0.5394913,0.79072315,0.3187525,0.6258914,15.837852
0.88597775,0.6158632,0.23295948,0.024400782,12.900419
0.8700989,0.02126941,0.8747017,0.52893716,16.63515
0.9390677,0.79878324,0.9979341,0.35071182,20.029057
0.7671883,0.40193093,0.47987562,0.6275055,17.499542
0.87367713,0.9840835,0.7682734,0.41776678,20.323538
0.421357,0.7375823,0.23877715,0.11047411,11.295119
0.35462216,0.287239,0.29630813,0.23360775,13.15995
0.04209319,0.017873935,0.9877224,0.42777315,14.955595
0.38432664,0.67964727,0.21825388,0.9499612,19.047138
0.786345,0.089411005,0.41758078,0.8791183,17.52349
0.944732,0.4674015,0.61341137,0.16703394,16.874386
0.9911686,0.2316717,0.9427318,0.64964664,19.978277
0.60773677,0.5126885,0.23066981,0.17652804,14.432708
0.22048621,0.18643826,0.77958447,0.35012525,14.928136
0.057842676,0.9691026,0.8837859,0.92775226,20.937466
0.9949078,0.17389525,0.39624202,0.7582385,19.48338
0.6960206,0.1538959,0.81583315,0.22444057,16.018492
0.22381762,0.53697443,0.5929399,0.58008623,16.838312
0.091486834,0.87746084,0.26560006,0.12951492,11.61309
0.8887481,0.9556515,0.8621276,0.8095161,21.368277
0.65524197,0.55085737,0.08698676,0.40845323,14.347524
0.37268853,0.2597538,0.72342014,0.49587575,15.894957
0.081046216,0.22018321,0.6832588,0.07613086,11.382828
0.8512069,0.4951465,0.4805866,0.59240776,17.632568
0.824681,0.3478092,0.6780161,0.56573194,19.238379
0.26702827,0.87863,0.79742604,0.65845186,19.948849
0.8505817,0.8672942,0.708363,0.8370133,20.443808
0.69747144,0.6801408,0.6186114,0.75271666,19.310825
0.1586051,0.88087076,0.8718435,0.029247284,14.729033
0.82581675,0.12886986,0.33511886,0.7435083,15.741874
0.1607599,0.817967,0.8321342,0.50746775,17.54601
0.0063858717,0.28703815,0.6169269,0.98118615,16.661417
0.6318135,0.2598036,0.6340057,0.53998536,15.08946
0.7798454,0.10698064,0.76102793,0.54126656,16.692543
0.962992,0.34187216,0.6326219,0.9320281,19.451136
0.10250973,0.9372285,0.6878857,0.06783706,11.973445
0.30096358,0.7081721,0.0673506,0.5821705,16.618326
0.34588307,0.62091553,0.045742035,0.8715368,17.068012
0.973489,0.96887785,0.74965185,0.13008624,17.948454
0.7582632,0.024586916,0.022123551,0.32361022,11.444236
0.4886432,0.77040744,0.68329537,0.4459027,16.467798
0.27362666,0.9971245,0.42618132,0.45138702,18.34433
0.16362382,0.7948095,0.69368225,0.22076961,17.360428
0.08238105,0.6804993,0.6545112,0.27325952,15.037948
0.95086354,0.1510579,0.4323348,0.9436159,19.303722
0.41972733,0.63852596,0.3975944,0.2742152,14.621836
0.9839777,0.409334,0.8940992,0.2299546,16.102768
0.21310471,0.031134082,0.6516668,0.36852634,12.821519
0.86435825,0.47320992,0.9681934,0.18552552,17.571962
0.8686232,0.77659684,0.7709218,0.84478325,21.181017
0.761024,0.62622035,0.13124488,0.03252618,12.420681
0.92084783,0.61665034,0.7965373,0.48152235,19.009565
0.11730819,0.12518579,0.6855653,0.4303059,13.781451
0.20052473,0.49159455,0.06420894,0.5819714,13.433084
0.2689934,0.7975591,0.31036195,0.45522016,14.219742
0.01162054,0.07244689,0.39249355,0.47993883,11.449734
0.6000205,0.29166257,0.6949819,0.8601224,17.317772
0.77985096,0.039618824,0.48050696,0.10493018,13.507959
0.24204502,0.98666257,0.14249554,0.49888816,13.272945
0.6181557,0.702465,0.5596487,0.009770848,15.674786
0.32646132,0.51771164,0.0878665,0.35062695,13.979674
0.03320311,0.078578494,0.39692327,0.13271575,9.892653
0.5675408,0.689465,0.8005867,0.20015025,14.06118
0.16748258,0.10456784,0.63643026,0.70647573,14.980414
0.031586144,0.93621224,0.051971283,0.54129636,14.283057
0.7090605,0.8709691,0.71408695,0.80172807,19.981262
0.33945018,0.8148251,0.08011485,0.89481664,16.531906
0.5475924,0.81729776,0.45231828,0.6435777,19.565222
0.52640265,0.7315895,0.081629984,0.060352083,12.940756
0.24710323,0.15954468,0.87178355,0.21921399,13.129126
0.97586524,0.3368958,0.18211791,0.7896985,15.326361
0.6587078,0.4981957,0.55536354,0.7192018,17.733917
0.22845474,0.9963339,0.97479314,0.6503257,20.233164
0.19954245,0.68022823,0.072198406,0.030652503,11.360646
0.2576829,0.46262297,0.8682725,0.7271691,17.7926
0.74270654,0.42549333,0.345935,0.37103876,15.3975
0.98764956,0.04010919,0.8670315,0.5786754,19.86575
0.4386154,0.72525764,0.48666894,0.8734232,19.706263
0.9007019,0.42172092,0.27682778,0.5923503,16.279142
0.91236335,0.21066219,0.6229666,0.6315602,17.300783
0.73311305,0.13156769,0.71582496,0.9090325,18.402256
0.1796831,0.23754333,0.9713951,0.18097696,15.6127
0.8543851,0.49227786,0.24723108,0.8707499,17.365608
0.44530526,0.51481736,0.35923338,0.5929509,15.79428
0.16352387,0.39108154,0.9694123,0.25813344,15.501958
0.6567367,0.32519007,0.77347314,0.13087367,14.421794
0.96982104,0.45378953,0.23605046,0.073496744,11.973389
0.1697579,0.51977396,0.33700317,0.82888335,16.56966
0.43088752,0.24871427,0.617145,0.7067772,16.552904
0.16704191,0.16761921,0.036671426,0.73640203,13.273612
0.66380453,0.47463086,0.84417045,0.80567014,19.41121
0.5853544,0.8682713,0.20584121,0.11191962,15.150693
0.2697496,0.057086855,0.53116953,0.9366057,15.436304
0.03934354,0.12210991,0.45219904,0.933875,17.182756
0.31615612,0.5072348,0.041572858,0.1483432,9.327695
0.98663014,0.9651187,0.004939981,0.9518118,19.990705
0.6391199,0.8679183,0.45473987,0.51559603,18.231739
0.48884657,0.6668643,0.13965125,0.02997359,11.216537
0.30792993,0.70468074,0.20185345,0.6734324,16.216768
0.96991205,0.09390072,0.6726021,0.44375023,17.59037
0.86814225,0.17714979,0.69262594,0.8381153,16.588028
0.94461423,0.68324804,0.49717477,0.61784726,19.262537
0.868905,0.57060975,0.030387059,0.9309487,15.133511
0.68952674,0.6765134,0.21567515,0.6588855,15.840657
0.3938644,0.65123296,0.10659303,0.6578453,16.89573
0.9994137,0.04821204,0.97717416,0.40690795,16.936626
0.87075347,0.78238547,0.56701624,0.7384492,18.833698
0.87851554,0.40414032,0.32703316,0.66759336,16.694897
0.80784595,0.7622851,0.79781365,0.43558332,21.143152
0.8178342,0.12020905,0.5444891,0.0057586604,10.859654
0.32458583,0.36646155,0.3961727,0.69546723,14.541961
0.3885581,0.44869363,0.23754413,0.3732518,14.885112
0.22726963,0.07319593,0.60344857,0.6682128,16.858814
0.6194903,0.46349403,0.37978578,0.86333364,17.687946
0.5190818,0.4791819,0.025642065,0.34124783,11.410618
0.38019562,0.39882278,0.58017236,0.53360254,17.934198
0.6079051,0.7648833,0.8129857,0.7181231,21.851358
0.95552367,0.018232582,0.19577798,0.007562875,11.642715
0.6474747,0.8980305,0.24348229,0.92703456,18.501762
0.06026739,0.934436,0.3516227,0.10142083,13.2361555
0.48587176,0.25677657,0.2848729,0.30728996,12.592465
0.8030259,0.53916126,0.3113077,0.6103338,17.115116
0.7161507,0.272624,0.4135491,0.1218861,14.489012
0.18114935,0.68111783,0.18143834,0.5251634,15.205508
0.70904624,0.106876925,0.56731224,0.25656277,12.853209
0.96292686,0.48354566,0.80599254,0.55022657,20.53078
0.043412533,0.63315135,0.9514033,0.6016118,18.342663
0.81918883,0.8842065,0.22807977,0.21204484,16.094126
0.610981,0.41102847,0.8398613,0.9000231,21.543043
0.3534214,0.23687056,0.7805255,0.27480602,13.44763
0.8226143,0.42373824,0.6675499,0.095535316,15.037931
0.62385935,0.45176768,0.58660847,0.16801421,14.088322
0.73687375,0.8627971,0.2167398,0.095714554,12.751937
0.023638586,0.6419715,0.60709405,0.54669744,16.301167
0.2319471,0.390906,0.59447634,0.49676687,17.724005
0.9877855,0.13643976,0.69514453,0.40431878,14.570673
0.42819962,0.7175978,0.69243616,0.991256,20.532427
0.12839429,0.10410965,0.7243388,0.5783869,15.53418
0.27416065,0.07941937,0.08565825,0.89419085,14.056674
0.19186732,0.32337156,0.2266564,0.3549963,12.01922
0.06942384,0.5190598,0.067612566,0.8003565,13.125496
0.23371208,0.54001194,0.8800791,0.65087736,18.39963
0.5329578,0.32433376,0.3330019,0.66948694,14.821376
0.9941394,0.6618392,0.5577834,0.7306505,17.612673
0.4652056,0.060142342,0.5622968,0.95762527,18.388014
0.17530294,0.6900049,0.2009337,0.5358277,15.463949
0.09667645,0.45037094,0.75616336,0.34757152,15.009419
0.66491175,0.79545,0.92717785,0.23464209,18.44935
0.39931592,0.15241602,0.9924835,0.92700094,20.406353
0.5399571,0.84203327,0.520958,0.6235857,18.55865
0.08912443,0.7552704,0.12771349,0.8260676,16.787445
0.7820281,0.7087447,0.03616038,0.30312836,13.883153
0.26311257,0.36013642,0.087642744,0.93695784,16.601828
0.55380225,0.30552432,0.3969815,0.44720253,14.872413
0.60059434,0.5156794,0.919392,0.49696347,18.637293
0.992158,0.85142493,0.20851052,0.9305952,18.738237
0.1163664,0.8174497,0.38062328,0.87797433,18.076817
0.8680567,0.8059254,0.7900304,0.30467913,17.774143
0.08091928,0.40298018,0.17352451,0.6949511,13.253725
0.34609973,0.9756102,0.6409721,0.82248056,19.265108
0.13252467,0.8620145,0.9227572,0.48706192,17.315554
0.6062529,0.7648098,0.17483863,0.5025661,17.892359
0.398663,0.14637399,0.36753443,0.068172306,12.35953
0.025811907,0.13516629,0.9631151,0.54952955,17.65122
0.96582216,0.4324979,0.31181613,0.50614184,15.000495
0.4395117,0.105664685,0.64082634,0.21603818,13.312808
0.61958796,0.6502011,0.15202485,0.061349627,11.294283
0.7807616,0.45980042,0.058163796,0.9948663,16.745808
0.05778056,0.6950352,0.98367894,0.2391801,15.388831
0.14224938,0.12138494,0.30327514,0.10104581,11.274523
0.6921613,0.062291797,0.5094221,0.9966968,17.456713
0.81397027,0.6152194,0.3062536,0.6238958,18.245811
0.52704144,0.4260834,0.13071038,0.8866042,16.862757
0.44978464,0.19462252,0.36775935,0.41412976,15.755058
0.8275379,0.7336144,0.7693049,0.011031264,14.850339
0.416154,0.48134416,0.019192277,0.25981322,13.087913
0.76028985,0.13710971,0.53531015,0.21520187,14.943511
0.012120775,0.24120146,0.97587377,0.8015371,16.716381
0.95957667,0.48785403,0.1097362,0.5479595,16.673717
0.45437732,0.8443571,0.09808258,0.48824114,15.496565
0.15004866,0.32467592,0.7373571,0.47601813,15.064267
0.3758883,0.39447626,0.45944676,0.78501654,15.8889675
0.8920847,0.95533466,0.7869034,0.3154069,18.605442
0.68813473,0.43760312,0.25467062,0.8408716,19.18321
0.03842635,0.901762,0.46147746,0.6372015,16.853605
0.6593539,0.89511776,0.6366697,0.61393356,20.207613
0.06665204,0.518408,0.150169,0.7374338,13.658136
0.51222193,0.68022776,0.0416729,0.08479202,11.19484
0.7163234,0.07208434,0.07125673,0.012108475,10.948227
0.9565014,0.73750836,0.3532514,0.29653558,15.015432
0.34970322,0.77465355,0.66137064,0.18519557,15.150537
0.17410934,0.09839565,0.6603027,0.76437265,15.8376875
0.26504642,0.02094496,0.08217167,0.96786004,14.20831
0.2954448,0.76922315,0.6246636,0.38193965,16.19909
0.20568727,0.121386416,0.61501294,0.77463377,16.221294
0.64390427,0.5303021,0.041951224,0.96848875,17.766466
0.7987142,0.29282203,0.97997034,0.60188156,19.81321
0.5824227,0.74807316,0.8117698,0.6564786,18.751478
0.12809575,0.3382675,0.92808366,0.22461562,14.441314
0.37216702,0.43207687,0.439405,0.6129396,16.914234
0.94307584,0.2406927,0.12150138,0.19747049,13.478975
0.8869249,0.6458108,0.2859068,0.81594694,17.196375
0.86136997,0.84651434,0.91892654,0.25224102,19.429726
0.75504196,0.4605395,0.8419986,0.72849065,17.709995
0.7764475,0.65616184,0.17742877,0.5450269,16.15823
0.98466974,0.93738806,0.043173734,0.16481481,16.806086
0.13172877,0.7259799,0.8177853,0.21351136,14.721208
0.5058527,0.840703,0.73280156,0.5422372,17.963478
0.5903477,0.50836056,0.29754844,0.565022,16.44639
0.68888533,0.8733229,0.6362913,0.7611215,18.765331
0.16007164,0.46155748,0.009331619,0.24667886,10.220421
0.7264617,0.99180996,0.0991781,0.40149432,16.647923
0.80007094,0.20403564,0.55508494,0.73307127,16.755922
0.61598545,0.18802473,0.35538456,0.7837918,15.843759
0.5542265,0.0052296137,0.76099074,0.035311356,13.444606
0.7457338,0.20248055,0.9580735,0.36794075,17.466682
0.32693163,0.14888805,0.30560422,0.87665075,15.631091
0.9963343,0.36830953,0.44861063,0.72207093,17.698597
0.8861958,0.59304434,0.3915257,0.41262186,16.834185
0.69561815,0.0032182636,0.6195893,0.355493,14.2069
0.7941973,0.09299064,0.58820224,0.4809729,16.03921
0.6423255,0.06485359,0.5799838,0.5614846,14.958285
0.5606601,0.6034877,0.67646796,0.804989,19.125635
